athleteID,name,birthdate,gender,countryCode
1925671,Giacomo CARINI,1997-07-02,M,ITA
1925669,Lorenzo ZAZZERI,1994-08-09,M,ITA
1925668,Sara FRANCESCHI,1999-02-01,F,ITA
1925638,Benedetta PILATO,2005-01-18,F,ITA
1925637,Alberto RAZZETTI,1999-06-02,M,ITA
1925636,Alessandro MIRESSI,1998-10-02,M,ITA
1925635,Thomas CECCON,2001-01-27,M,ITA
1925633,Nicolo MARTINENGHI,1999-08-01,M,ITA
1925632,Simona QUADARELLA,1998-12-18,F,ITA
1925255,Aynura PRIMOVA,2006-09-02,F,TKM
1925130,CHEUNG Sum Yuet Cindy,2006-08-09,F,HKG
1925125,HAUGHEY Siobhan Bernadette,1997-10-31,F,HKG
1925121,HO Ian Yentou,1997-04-25,M,HKG
1924941,Tilly COLLYMORE,2007-11-27,F,GRN
1922424,Kregor ZIRK,1999-07-03,M,EST
1922117,Eneli JEFIMOVA,2006-12-27,F,EST
1918140,Josh KIRLEW,1999-09-09,M,JAM
1918126,Sabrina LYN,2004-04-26,F,JAM
1917898,Jonathan RAHARVEL,2002-04-24,M,MAD
1917365,Warren Adam LAWRENCE,2003-05-14,M,DMA
1917121,Jasmine SCHOFIELD,2005-11-14,F,DMA
1915815,Artur BARSEGHYAN,2002-03-29,M,ARM
1915759,Varsenik MANUCHARYAN,2003-07-11,F,ARM
1915343,Roos VANOTTERDIJK,2005-01-07,F,BEL
1913167,Zeke CHAN,2007-08-30,M,BRU
1913152,Dylan CARTER,1996-01-01,M,TTO
1913149,Zuri FERGUSON,2007-03-01,F,TTO
1913028,Anthony RINCON VELASCO,2001-04-20,M,COL
1912817,Nicole FRANK,2003-09-08,F,URU
1912804,Leo NOLLES,2003-04-12,M,URU
1911520,Tamara POTOCKA,2002-08-15,F,SVK
1911515,Matej DUSA,2000-07-10,M,SVK
1911391,Maria Victoria YEGRES COTTIN,2005-11-23,F,VEN
1911221,Alberto MESTRE,1999-02-10,M,VEN
1911100,Alexis Michel Roger Dodji KPADE,2005-11-11,M,BEN
1911048,Ionnah Eliane DOUILLET,2007-11-28,F,BEN
1909703,Gabor ZOMBORI,2002-10-08,M,HUN
1909689,Collins SALIBOKO,2002-04-09,M,TAN
1909438,Adam TELEGDY,1995-11-01,M,HUN
1909330,Matti MATTSSON,1993-10-05,M,FIN
1909318,Ida HULKKO,1998-12-12,F,FIN
1909311,Mewen TOMAC,2001-09-11,M,FRA
1909307,Clement SECCHI,2000-05-04,M,FRA
1909299,Yohann NDOYE-BROUARD,2000-11-29,M,FRA
1909294,Leon MARCHAND,2002-05-17,M,FRA
1909292,Florent MANAUDOU,1990-11-12,M,FRA
1909289,Damien JOLY,1992-06-04,M,FRA
1909284,Maxime GROUSSET,1999-04-24,M,FRA
1909278,Rafael FENTE--DAMERS,2006-10-17,M,FRA
1909269,Pacome BRICOUT,2005-02-05,M,FRA
1909261,David AUBRY,1996-11-08,M,FRA
1909259,Marie WATTEL,1997-06-02,F,FRA
1909252,Emma TEREBO,1998-07-10,F,FRA
1909238,Pauline MAHIEU,1999-03-13,F,FRA
1909233,Melanie HENIQUE,1992-12-22,F,FRA
1909231,Beryl GASTALDELLO,1995-02-16,F,FRA
1909216,Charlotte BONNET,1995-02-14,F,FRA
1909209,Anastasiia KIRPICHNIKOVA,2000-06-24,F,FRA
1909185,Szebasztian SZABO,1996-03-11,M,HUN
1909158,Eszter SZABO-FELTOTHY,2002-01-04,F,HUN
1909132,Petra SENANSZKY,1994-01-10,F,HUN
1909049,Dalma SEBESTYEN,1997-01-23,F,HUN
1909046,Anishta TEELUCK,2001-05-07,F,MRI
1909041,Zalan SARKANY,2003-10-15,M,HUN
1908978,Jehanara NABI,2004-07-14,F,PAK
1908975,Sophia LATIFF,2006-12-24,F,TAN
1908816,Hayley WONG,2008-05-13,F,BRU
1908610,Marouane MAMANE HAMISSOU ABBA,2009-01-21,M,NIG
1908609,Salima AHMADOU YOUSSOUFOU,2003-10-21,F,NIG
1908548,Alfonso Enrique MESTRE VIVAS,2001-09-24,M,VEN
1908304,Rhanishka GIBBS,2006-04-19,F,BAH
1908292,Lamar TAYLOR,2003-06-21,M,BAH
1907285,Kaii WINKLER,2006-03-27,M,GER
1907240,Ole BRAUNSCHWEIG,1997-11-15,M,GER
1907220,Artem SELIN,2002-05-21,M,GER
1907219,Melvin IMOUDU,1999-01-27,M,GER
1907199,Cedric BUESSING,2003-10-17,M,GER
1907193,Lucas MATZERATH,2000-05-03,M,GER
1907192,Lukas MAERTENS,2001-12-27,M,GER
1907190,Anna ELENDT,2001-09-04,F,GER
1907187,Sven SCHWARZ,2002-01-31,M,GER
1907186,Josha SALCHOW,1999-07-02,M,GER
1907184,Rafael MIROSLAW,2001-03-25,M,GER
1907183,Angelina KOEHLER,2000-11-12,F,GER
1907178,Marek ULRICH,1997-01-12,M,GER
1907174,Julia MROZINSKI,2000-02-16,F,GER
1907171,Isabel GOSE,2002-05-09,F,GER
1906372,Nandor NEMETH,1999-11-19,M,HUN
1906348,Dora MOLNAR,2006-06-29,F,HUN
1905860,Kristof MILAK,2000-02-20,M,HUN
1905760,Richard MARTON,1999-10-07,M,HUN
1905284,Henrique MASCARENHAS,2001-06-21,M,ANG
1905185,Lia LIMA,2001-09-09,F,ANG
1904977,Hubert KOS,2003-03-28,M,HUN
1904727,Ajna KESELY,2001-09-10,F,HUN
1904724,Boglarka KAPAS,1993-04-22,F,HUN
1903630,Abbie WOOD,1999-03-02,F,GBR
1903628,James WILBY,1993-11-12,M,GBR
1903627,Jacob Henry WHITTLE,2004-09-25,M,GBR
1903624,Laura STEPHENS,1999-06-02,F,GBR
1903622,Katie SHANAHAN,2004-06-25,F,GBR
1903621,Duncan SCOTT,1997-05-06,M,GBR
1903617,Matthew RICHARDS,2002-12-17,M,GBR
1903616,Benjamin PROUD,1994-09-21,M,GBR
1903608,Oliver MORGAN,2003-06-11,M,GBR
1903600,Keanna Louise MACINNES,2001-08-19,F,GBR
1903591,Daniel JERVIS,1996-06-09,M,GBR
1903557,Anna HOPKIN,1996-04-24,F,GBR
1903554,Medi Eira HARRIS,2002-09-15,F,GBR
1903552,James GUY,1995-11-26,M,GBR
1903546,Tom DEAN,2000-05-02,M,GBR
1903545,Kathleen DAWSON,1997-10-03,F,GBR
1903541,Freya Constance COLBERT,2004-03-08,F,GBR
1903540,Alexander COHOON,2002-09-17,M,GBR
1903531,Kieran BIRD,1999-09-02,M,GBR
1902960,Adam JASZO,2002-07-05,M,HUN
1902950,Vivien JACKL,2008-10-17,F,HUN
1902843,Balazs HOLLO,1999-02-10,M,HUN
1902417,Lilla Minna ABRAHAM,2006-03-23,F,HUN
1902110,Elizaveta PECHERSKIKH,2004-08-25,F,KGZ
1901663,LEE Juho,1995-01-23,M,KOR
1901656,LEE Eunji,2006-07-23,F,KOR
1901642,KIM Seoyeong,1994-03-17,F,KOR
1901637,KIM Minseo,2004-03-18,M,KOR
1901619,JI Yuchan,2002-08-24,M,KOR
1901612,HWANG Sunwoo,2003-05-21,M,KOR
1901602,CHOI Dongyeol,1999-05-01,M,KOR
1901601,CHO Sung Jae,2001-03-13,M,KOR
1901377,Joshua WYSE,2001-03-24,M,SLE
1901276,Jack HARVEY,2003-05-06,M,BER
1897369,Tomer FRANKEL,2000-10-18,M,ISR
1897365,Ron POLONSKY,2001-03-28,M,ISR
1897363,Meiron Amir CHERUTI,1997-10-19,M,ISR
1897362,Martin KARTAVI,2004-03-09,M,ISR
1897360,Lea POLONSKY,2002-05-25,F,ISR
1897357,Gal COHEN GROUMI,2002-04-22,M,ISR
1897354,Denis LOKTEV,2000-04-06,M,ISR
1897353,David GERCHIK,2001-02-20,M,ISR
1897309,Anastasia GORBENKO,2003-08-07,F,ISR
1897305,Aviv BARZELAY,2002-05-28,F,ISR
1897298,Adam MARAANA,2003-07-07,M,ISR
1897138,Mst Sonia KHATUN,1999-09-10,F,BAN
1897115,Abdulaziz AL-OBAIDLY,2001-09-28,M,QAT
1895507,Lucas HENVEAUX,2000-09-25,M,BEL
1895501,Valentine DUMONT,2000-07-02,F,BEL
1895300,Barbora SEEMANOVA,2000-04-01,F,CZE
1895297,Miroslav KNEDLA,2005-07-18,M,CZE
1895294,Kristyna HORSKA,1997-09-30,F,CZE
1895293,Daniel GRACIK,2004-10-15,M,CZE
1894567,Matin BALSINI,2001-02-19,M,EOR
1894532,Alaa MASO,2000-01-01,M,EOR
1893557,Souleymane NAPARE,2003-03-31,M,BUR
1893085,Thea BLOMSTERBERG,2002-01-09,F,DEN
1893076,Julie Kepp JENSEN,2000-01-03,F,DEN
1893073,Helena Rosendahl BACH,2000-06-12,F,DEN
1892179,Loris BIANCHI,2001-08-01,M,SMR
1891833,Milos MILENKOVIC,2005-07-12,M,MNE
1891827,Jovana KULJACA,2004-05-06,F,MNE
1891658,SETO Daiya,1994-05-24,M,JPN
1891656,WATANABE Ippei,1997-03-18,M,JPN
1891652,MATSUMOTO Katsuhiro,1997-02-28,M,JPN
1891648,MIZUNUMA Naoki,1996-12-13,M,JPN
1891646,HONDA Tomoru,2001-12-31,M,JPN
1891644,KOBORI Waka,2000-08-10,F,JPN
1891640,AOKI Reona,1995-02-24,F,JPN
1891638,OHASHI Yui,1995-10-18,F,JPN
1891636,TANIGAWA Ageha,2003-06-15,F,JPN
1891630,SUZUKI Satomi,1991-01-29,F,JPN
1891628,IKEE Rikako,2000-07-04,F,JPN
1891624,NARITA Mio,2006-12-18,F,JPN
1891622,HANAGURUMA Yu,2000-01-28,M,JPN
1891613,TERAKADO Genki,2003-01-06,M,JPN
1891610,MAKINO Hiroko,1999-08-20,F,JPN
1891608,TAKEHARA Hidekazu,2004-04-27,M,JPN
1891606,MITSUI Airi,2004-06-12,F,JPN
1891471,Marwan ELKAMASH,1993-11-14,M,EGY
1891459,Lojine ABDALLA SALAH,2004-11-23,F,EGY
1888113,Iman KOURAOGO,2006-05-09,F,BUR
1888104,Pavel ALOVATKI,2003-10-31,M,MDA
1888092,Tatiana SALCUTAN,2001-04-16,F,MDA
1887964,Berke SAKA,2003-07-09,M,TUR
1887952,Berkay OGRETIR,1998-02-16,M,TUR
1887755,Enkhtamir BATBAYAR,2004-09-27,M,MGL
1887748,WANG Kuan-Hung,2002-01-23,M,TPE
1887548,David YOUNG,2005-03-23,M,FIJ
1880428,Ridhwan Abubakar Bwana MOHAMED,2000-08-15,M,KEN
1880416,Maria BRUNLEHNER,2000-04-01,F,KEN
1879516,Dominika SZTANDERA,1997-01-19,F,POL
1879515,Kornelia FIEDKIEWICZ,2001-08-05,F,POL
1879505,Michal CHMIELEWSKI,2004-06-08,M,POL
1879504,Krzysztof CHMIELEWSKI,2004-06-08,M,POL
1879483,Piotr LUDWICZAK,1996-05-01,M,POL
1879467,Katarzyna WASICK,1992-03-22,F,POL
1879464,Jakub MAJERSKI,2000-08-18,M,POL
1879462,Adela PISKORSKA,2003-11-16,F,POL
1879454,Laura BERNAT,2005-09-28,F,POL
1879371,Jan KALUSOWSKI,2000-03-12,M,POL
1879357,Ksawery MASIUK,2004-12-17,M,POL
1878615,Jon JOENTVEDT,2003-07-28,M,NOR
1878613,Nicholas LIA,2001-02-13,M,NOR
1678091,Lanihei CONNOLLY,2005-12-30,F,COK
1572560,Rana SAADELDIN,2008-08-04,F,SUD
1572557,Sarah SJOESTROEM,1993-08-17,F,SWE
1572556,Bjoern SEELIGER,2000-01-11,M,SWE
1572555,Erik PERSSON,1994-01-12,M,SWE
1572549,Louise HANSSON,1996-11-24,F,SWE
1572548,Sophie HANSSON,1998-08-02,F,SWE
1572544,Michelle COLEMAN,1993-10-31,F,SWE
1572512,Ziyad SALEEM,2003-03-24,M,SUD
1572369,Denis PETRASHOV,2000-02-01,M,KGZ
1571367,Celina MARQUEZ,1999-07-16,F,ESA
1571355,Nixon HERNANDEZ,1997-10-08,M,ESA
1570605,Ralph DALEIDEN CIUFERRI,2003-03-25,M,LUX
1569571,Ching Hwee GAN,2003-07-22,F,SGP
1568430,Ana NIZHARADZE,2008-10-19,F,GEO
1568334,Noe PANSTKHAVA,2006-03-13,M,GEO
1568270,Thi My Tien VO,2005-10-29,F,VIE
1566573,Yuri HOSEI,2005-05-20,F,PLW
1565898,Karin BELBEISI,2008-12-21,F,JOR
1565853,Amro AL-WIR,2001-01-23,M,JOR
1565232,Irvin HOOST,1999-04-19,M,SUR
1565166,Bernhard REITSHAMMER,1994-06-17,M,AUT
1565161,Lena KREUNDL,1997-09-19,F,AUT
1565154,Martin ESPERNBERGER,2003-12-20,M,AUT
1565150,Simon BUCHER,2000-05-23,M,AUT
1564799,Adaku NWANDU,2007-09-29,F,NGR
1564770,Enkhkhuslen BATBAYAR,2001-12-14,F,MGL
1564334,Aishath Ulya SHAIG,2002-10-19,F,MDV
1563667,Jayla PINA,2004-07-23,F,CPV
1563611,Gabriela GEORGIEVA,1997-06-16,F,BUL
1563607,Lyubomir EPITROPOV,1999-04-27,M,BUL
1563605,Josif MILADINOV,2003-06-23,M,BUL
1563489,Petar Petrov MITSIN,2005-08-19,M,BUL
1563424,Imane Houda EL BARODI,2001-02-21,F,MAR
1563393,Ilias EL FALLAKI,2006-02-05,M,MAR
1563125,Grisi KOXHAKU,2006-03-24,M,ALB
1563079,Kaltra MECA,2008-03-26,F,ALB
1562729,Jack KIRBY,2000-07-24,M,BAR
1562121,Anahira McCUTCHEON,2009-10-05,F,FIJ
1559158,Aichata DIABATE,2005-08-28,F,MLI
1558933,Alexien KOUMA,2005-02-08,M,MLI
1556403,Kestra KIHLENG,2003-08-12,F,FSM
1556094,Oleksandr ZHELTIAKOV,2005-11-15,M,UKR
1556093,Denys KESIL,2000-10-26,M,UKR
1556092,Vladyslav BUKHOV,2002-07-05,M,UKR
1556091,Mykhailo ROMANCHUK,1996-08-07,M,UKR
1556089,Fahim ANWARI,1999-05-05,M,AFG
1556067,Mek ALMUKHTAR,2006-09-03,F,LBA
1555550,Ellie SHAW,2008-08-10,F,ANT
1555542,Jadon WUILLIEZ,2002-06-13,M,ANT
1555512,Kristel KOBRICH,1985-08-09,F,CHI
1555510,Eduardo CISTERNAS,2004-01-10,M,CHI
1552558,Theo DRUENNE,2005-07-19,M,MON
1552338,Denise DONELLI,1996-05-20,F,MOZ
1552320,Matthew LAWRENCE,2003-12-27,M,MOZ
1552057,Simon BACHMANN,1999-02-17,M,SEY
1551246,Hana BEIQI,2008-09-28,F,KOS
1550831,Zackary GRESHAM,2004-09-29,M,GRN
1550327,Hoe Yean KHIEW,2002-09-02,M,MAS
1550221,Tasi LIMTIACO,1994-01-04,M,FSM
1549971,Kristen Elena ROMANO,1999-09-24,F,PUR
1549970,Yeziel MORALES,1996-01-16,M,PUR
1548409,Alberto VEGA,2005-04-05,M,CRC
1548402,Alondra ORTIZ,2002-08-18,F,CRC
1547131,Dhinidhi DESINGHU,2010-05-17,F,IND
1547098,Srihari NATARAJ,2001-01-16,M,IND
1546122,Ilya SIBIRTSEV,2001-04-28,M,UZB
1546055,Danielle HILL,1999-09-27,F,IRL
1545944,Ousman JOBE,2005-11-27,M,GAM
1545882,Matheo MATEOS,2000-11-10,M,PAR
1545856,Luana ALONSO,2004-03-19,F,PAR
1545058,Huy Hoang NGUYEN,2000-07-10,M,VIE
1544392,Musa ZHALAYEV,2003-05-15,M,TKM
1544228,Maximillian WILSON,2004-04-28,M,ISV
1544148,Aminata Nia-Maria BARROW,2004-01-02,F,GAM
1544098,Natalia Jean KUIPERS,2002-06-13,F,ISV
1543950,Hayley HOY,2008-03-01,F,SWZ
1543884,Tayamika CHANGANAMUNO,2000-07-01,F,MAW
1543554,Vlad Stefan STANCU,2005-08-13,M,ROU
1543549,David POPOVICI,2004-09-15,M,ROU
1543540,Rebecca-Aimee DIACONESCU,2006-04-24,F,ROU
1543513,Stefania GOMEZ HURTADO,2004-04-12,F,COL
1543305,Ellen WALSHE,2001-09-29,F,IRL
1543304,Mona Mc SHARRY,2000-08-21,F,IRL
1543302,Thomas FANNON,1998-05-20,M,IRL
1543093,Saud GHALI,2004-08-17,M,BRN
1543080,Amani ALOBAIDLI,2006-01-14,F,BRN
1543054,Samiul Islam RAFI,2004-10-12,M,BAN
1542963,Loane RUSSET,2005-11-26,F,VAN
1542961,Johnathan SILAS,2002-08-12,M,VAN
1542385,Yusuf Marwan Abdullah NASSER,2008-05-26,M,YEM
1541773,Fakhriddin MADKAMOV,2000-01-14,M,TJK
1541601,Imelda XIMENES BELO,1998-10-24,F,TLS
1541599,Jolanio GUTERRES,2005-05-12,M,TLS
1541462,Rodolfo FALCON JR,2001-12-26,M,CUB
1541460,Andrea BECALI,2004-04-24,F,CUB
1540829,Ekaterina BORDACHYOVA,2003-05-17,F,TJK
1540691,Mikel SCHREUDERS,1998-09-21,M,ARU
1540190,Emma HARVEY,2001-07-23,F,BER
1540184,Jillian Janis Geohagan CROOKS,2006-06-27,F,CAY
1539532,Aleka Kylela PERSAUD,2006-02-24,F,GUY
1539530,Raekwon Jibril NOEL,2005-12-21,M,GUY
1539412,Filipe GOMES,1997-04-07,M,MAW
1538243,Alex JOACHIM,2003-04-14,M,VIN
1538234,Kennice Aphenie GREENE,2007-07-06,F,VIN
1538153,Anastasiya SHKURDAI,2003-01-03,F,AIN
1538150,Ilya SHYMANOVICH,1994-08-02,M,AIN
1538124,Alina ZMUSHKA,1997-01-05,F,AIN
1538007,Jordan CROOKS,2002-05-02,M,CAY
1537579,Jayhan Jamaud ODLUM-SMITH,2002-01-11,M,LCA
1537465,Ulises SARAVIA,2005-10-27,M,ARG
1537394,Issa Samir Hamed AL ADAWI,1999-03-20,M,OMA
1537273,Phillip KINONO,1997-12-10,M,MHL
1537272,Kayla HEPLER,2002-03-22,F,MHL
1537209,Agostina HEIN,2008-04-24,F,ARG
1537204,Jorge IGA,1997-01-12,M,MEX
1537191,Celia PULIDO ORTIZ,2003-01-01,F,MEX
1537180,Macarena CEBALLOS,1995-01-12,F,ARG
1537002,Vanessa BOBIMBO,1999-12-08,F,CGO
1536997,Freddy MAYALA,2000-06-18,M,CGO
1536175,Naima-Zahra AMISON,2003-10-10,F,DJI
1536157,Adam MPALI,2002-05-29,M,GAB
1535959,Camil DOUA,2002-02-23,M,MTN
1535856,Jonathan Eu Jin TAN,2002-03-11,M,SGP
1535854,En Yi Letitia SIM,2003-03-03,F,SGP
1535609,Samyar ABDOLI,2002-12-25,M,IRI
1535354,Miguel Alejandro de LARA OJEDA,1994-08-09,M,MEX
1533378,Houmed HOUSSEIN BARKAT,2004-04-04,M,DJI
1533209,Maesha SAADI,2007-01-16,F,COM
1539969,Daniel WIFFEN,2001-07-14,M,IRL
1925630,Gregorio PALTRINIERI,1994-09-05,M,ITA
1935909,Katie GRIMES,2006-01-08,F,USA
1878616,Henrik CHRISTIANSEN,1996-10-09,M,NOR
1565147,Felix AUBOECK,1996-12-19,M,AUT
1925804,Ginevra TADDEUCCI,1997-05-03,F,ITA
1907169,Florian WELLBROCK,1997-08-19,M,GER
1945588,Moesha JOHNSON,1997-09-19,F,AUS
1572551,Victor JOHANSSON,1998-09-13,M,SWE
1951604,Guilherme COSTA,1998-10-01,M,BRA
1907234,Oliver KLEMET,2002-03-18,M,GER
1902450,David BETLEHEM,2003-09-04,M,HUN
1907231,Leonie MAERTENS,2004-03-08,F,GER
1954833,Carlos GARACH BENITO,2004-07-25,M,ESP
1941821,Ahmed JAOUADI,2005-05-30,M,TUN
1887960,Emir Batur ALBAYRAK,2007-06-07,M,TUR
1887955,Kuzey TUNCELLI,2007-08-30,M,TUR